mean_cv_score,std_cv_score,mean_mse,std_mse,mean_r2,std_r2,hyperparams
0.9172161421255756,0.00046972361283215136,18287.630304067665,884.820005590198,0.9172161421255756,0.00046972361283215136,"{'n_estimators': 2000, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}"
0.9172161421255756,0.00046972361283215136,18287.630304067665,884.820005590198,0.9172161421255756,0.00046972361283215136,"{'n_estimators': 2000, 'max_depth': 60, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}"
0.9172161421255756,0.00046972361283215136,18287.630304067665,884.820005590198,0.9172161421255756,0.00046972361283215136,"{'n_estimators': 2000, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}"
0.9171311939386138,0.0008526711911154838,18301.82858938553,801.2122734784098,0.9171311939386138,0.0008526711911154838,"{'n_estimators': 1000, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}"
0.9171311939386138,0.0008526711911154838,18301.82858938553,801.2122734784098,0.9171311939386138,0.0008526711911154838,"{'n_estimators': 1000, 'max_depth': 60, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}"
0.9171311939386138,0.0008526711911154838,18301.82858938553,801.2122734784098,0.9171311939386138,0.0008526711911154838,"{'n_estimators': 1000, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}"
0.9129341485941331,0.00040907860119443473,19244.34259007736,1130.1503684633117,0.9129341485941331,0.00040907860119443473,"{'n_estimators': 2000, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}"
0.9129341485941331,0.00040907860119443473,19244.34259007736,1130.1503684633117,0.9129341485941331,0.00040907860119443473,"{'n_estimators': 2000, 'max_depth': 60, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}"
0.9129341485941331,0.00040907860119443473,19244.34259007736,1130.1503684633117,0.9129341485941331,0.00040907860119443473,"{'n_estimators': 2000, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}"
0.9123140647273782,0.00010489140295483201,19377.733547458687,1070.3374573607853,0.9123140647273782,0.00010489140295483201,"{'n_estimators': 1000, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}"
0.9123140647273782,0.00010489140295483201,19377.733547458687,1070.3374573607853,0.9123140647273782,0.00010489140295483201,"{'n_estimators': 1000, 'max_depth': 60, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}"
0.9123140647273782,0.00010489140295483201,19377.733547458687,1070.3374573607853,0.9123140647273782,0.00010489140295483201,"{'n_estimators': 1000, 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}"
